StartDate,EndDate,Duration (in seconds),ResponseId,Division,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q13_4,Q13_5,Q14,Q15_4,Q15_10,Q15_9,Q15_7,Q15_8,Q15_11,Q15_5,Q15_12,Q16,Q17,Q18,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11
2/22/2021 11:30:45,2/22/2021 11:45:23,877,R_3qKZS5rnXF5QgJM,US,6,4,3,0,7,5,12,9.5,9.6,1,2,3,4,5,4.7,1,2,3,4,Sports,2,4,1,3,3,4.1,8,3,English,6,3,7,5,1,8,4,2,Yes,"Math,World Language",,10,Male,,6 or more,30 to 60 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:38:42,2/22/2021 11:45:34,412,R_1JKj437gdpj3U6v,US,7.9,10,20,8,20,5,12,8,8,2,1,4,3,5,5,2,4,1,3,Sports,4,1,3,2,3,3.5,8,10,Science,6,2,7,1,3,8,4,5,Yes,"History,Math",,11,Male,,5,Less than 15 minutes,Multiracial,,Other (optional specification),,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:30,2/22/2021 11:45:42,611,R_2z6WsQhQ4gBQKIe,US,4,5,2,2,6,4,5.5,7.5,9,4,1,3,2,5,7.5,3,4,2,1,,4,1,3,2,3,3,6,6,English,8,5,4,6,2,7,1,3,Yes,"Math,Science",,10,Female,,4,30 to 60 minutes,Prefer to self-describe,Asian American,Other (optional specification),None,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 11:35:09,2/22/2021 11:45:50,641,R_3k18k0PScdiYHCq,US,4.4,0,4,0,5,3,8,8,8,2,1,3,4,5,9,2,3,4,1,,4,2,1,3,2,1,3,3,Math,8,4,3,5,6,7,2,1,No,,,9,Prefer not to answer,,4,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:37,2/22/2021 11:45:58,561,R_25KrHtoECNRd4V0,US,8,8,1,7,7,2,5,10,9.6,2,1,3,4,5,7,2,4,3,1,Theater!,4,3,1,2,3,3,6,6,English,7,5,1,3,6,4,2,8,Yes,"Fine Arts,Science",,9,Female,,3 or fewer,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:09,2/22/2021 11:46:12,602,R_3mTeN2fo8hBGQQF,US,6.2,14,4,1,11,6,2.5,8,8,3,1,2,4,5,5.1,2,3,4,1,clubs,1,2,4,3,2,0,3,7,Math,8,2,1,3,6,7,5,4,Yes,"English,Fine Arts",,9,Female,,5,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:38,2/22/2021 11:46:14,636,R_2qCnEJPMQRFCRzF,US,6.1,5,1,1,16,2,3.5,7.5,9,2,1,4,3,5,2,2,4,3,1,,3,2,1,4,2,2,6,9,Science,7,3,1,2,8,6,5,4,Yes,"English,Science",,12,Male,,4,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:57,2/22/2021 11:46:19,621,R_273ELoHBSIyhCDC,US,1.5,4,0,3,11,0.7,0,9,10.5,3,1,2,4,5,5,3,2,4,1,Debate,4,3,1,2,1,1,9,8,Math,8,5,4,3,1,7,2,6,Yes,"Math,Science",,9,Prefer not to answer,,4,Less than 15 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:31:39,2/22/2021 11:46:23,883,R_25H4AjJfBZ3y72B,US,6,7,0,9,0,3,5,7.8,8.5,1,2,3,5,4,7.5,3,4,2,1,,1,2,4,3,4,3.5,9,8,English,8,3,4,6,5,7,1,2,Yes,"English,Science",,10,Male,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:31,2/22/2021 11:46:34,542,R_1hF5iOsQa1s24LV,US,8,10,0,6,1,4,10.1,6.8,9,1,2,4,5,3,8.2,3,4,2,1,Photography ,3,1,4,2,5,4.4,9,8,History,2,4,1,6,7,8,3,5,Yes,"Fine Arts,Science",,11,Female,,3 or fewer,15 to 30 minutes,"Hispanic or Latina/o/x,Multiracial,White",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:30,2/22/2021 11:46:34,664,R_27kGtutYZJOLbOP,US,7.4,3,1,8,8,2.5,2.5,6.9,9,1,2,3,4,5,7.5,3,4,1,2,Volleyball (only in person though),3,1,4,2,5,4,5,8,Math,8,2,1,5,7,4,6,3,Yes,"English,Fine Arts",,9,Female,,4,15 to 30 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:44:24,2/22/2021 11:46:54,150,R_3MDrVLD0F6rg8rU,US,4.6,5,0,0,0,0.7,1,7.8,8.8,1,2,4,3,5,6.2,2,4,1,3,,3,2,4,1,0,2.2,10,2,Science,3,7,4,5,2,8,1,6,Yes,"Fine Arts,Math",,11,Male,,3 or fewer,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:12,2/22/2021 11:46:55,643,R_2qBPItEh4lJoPen,US,7.6,6,3,6,8,3,4,7.5,9,3,1,2,5,4,5.5,2,4,1,3,Swim team ,1,4,2,3,0,2.5,4,10,History,6,1,7,2,5,8,3,4,Yes,"History,Science",,11,Female,,5,15 to 30 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:12,2/22/2021 11:47:03,711,R_2QPNm1tdWW1nDYA,US,4.2,1,5,5,9,2.8,5.3,8.6,9.1,1,3,2,4,5,7,3,1,4,2,Robotics,3,1,4,2,2,3,9,5,World Language,7,6,2,3,5,8,1,4,Yes,"History,Science",,10,Female,,3 or fewer,15 to 30 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:41:38,2/22/2021 11:47:12,334,R_2vYCVEa3Dst43il,US,3.6,1,4,1,4,3.5,6,8,8.5,1,2,4,5,3,3.9,3,4,1,2,,3,4,2,1,2,2.1,10,0,English,6,3,4,8,2,7,1,5,Yes,"Math,Science",,11,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:13,2/22/2021 11:47:22,729,R_3iCjEFaYjOyWY5f,US,7.8,8,4,7,0,3,6.5,6.5,7.5,2,1,3,4,5,4.5,2,3,1,4,Yearbook,4,1,2,3,0,1,8,5,English,1,5,2,4,6,7,3,8,Yes,"English,Science",,9,Female,,6 or more,Less than 15 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:13,2/22/2021 11:47:50,636,R_3JJDD0jC9a2y55U,US,7,10,0,10,7,1.5,3,8.5,9.5,3,1,4,2,5,7,2,4,1,3,Cross Country,1,3,2,4,1,1,9,4,CADS,2,6,1,7,5,8,3,4,Yes,"CADS,Science",,11,Female,,5,Less than 15 minutes,White,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:36:02,2/22/2021 11:48:00,717,R_2WUQMuFWrcpifoJ,US,6,8,0,0,6,3.5,7,6.5,9,4,1,3,2,5,5,2,3,4,1,Dance,3,1,4,2,3,3,9,7,Science,7,1,3,5,2,8,4,6,Yes,"Fine Arts,History",,11,Female,,5,15 to 30 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:33:19,2/22/2021 11:48:34,914,R_3qX5jEIciiwvkMV,US,6.9,2,0,11,3,4.7,5,6.5,10,1,2,5,4,3,8,3,4,1,2,Volleyball,2,1,3,4,1,3,3,8,Math,1,5,4,2,8,7,6,3,Yes,"Fine Arts,History",Art History ,12,Female,,3 or fewer,30 to 60 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:43:45,2/22/2021 11:48:55,309,R_2ClDRLsrAcxo3UO,US,6.2,8,1,9,9,1.5,3,9,9,2,3,5,1,4,8.1,2,4,1,3,Sports,3,2,1,4,0,2.5,8,8,Math,3,6,7,2,5,8,1,4,Yes,"History,Science",,9,Male,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:32:29,2/22/2021 11:49:00,990,R_oZfd5T3HgJPIUbT,US,7.5,20,0,9,0,4,7,7,10.5,4,3,2,1,5,9,2,4,1,3,Sports practices/games and Cru,4,1,3,2,3,5,4,6,History,5,3,8,1,2,7,4,6,Yes,"History,Math",,12,Female,,4,Less than 15 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:15,2/22/2021 11:50:00,825,R_2dRMeYxQUi9HM03,US,6,5,0,6,7,3.5,4.8,7.8,9,1,2,4,3,5,5.5,2,4,3,1,Dance,4,3,2,1,1,4.4,9,9,Science,7,8,1,4,2,6,5,3,No,,,9,Male,,5,15 to 30 minutes,"Hispanic or Latina/o/x,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:43:20,2/22/2021 11:50:04,404,R_2rjP9ofbMQGZu4E,US,8.5,4,1,8,3,5,8,6.5,8,1,3,2,4,5,9.7,2,4,1,3,Volleyball,3,2,1,4,2,1.4,9,9,History,8,4,6,3,7,5,1,2,Yes,"History,Science",,10,Female,,3 or fewer,30 to 60 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,White",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:02,2/22/2021 11:50:56,834,R_21goptCA87iNDrM,US,6.8,10,5,9,5,3.8,3.8,6.7,9.2,1,4,2,3,5,4.6,2,3,1,4,Sports,4,1,2,3,2,0,8,1,English,6,4,5,3,2,8,1,7,Yes,"Math,Science",,10,Female,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:44:46,2/22/2021 11:51:23,396,R_2QR6BO5753KTwuR,US,8.5,8,3,10,3,3,4,6,7,2,1,3,4,5,10,2,3,1,4,Sports,1,2,3,4,0,5,10,9,World Language,7,5,4,3,2,8,1,6,Yes,"History,Science",,10,Male,,3 or fewer,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:48:36,2/22/2021 11:51:26,170,R_1oj59A70JpAggg5,US,4.9,4,5,3,8,1.7,1.7,6.9,10,1,2,3,4,5,8.4,2,1,3,4,Sports,1,2,3,4,3,3.9,9,4,English,2,3,4,5,1,6,7,8,Yes,"CADS,Science",,12,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:01,2/22/2021 11:51:36,935,R_1E6y4EFmxSaGUxu,US,7,4,3,2,10,3,6,8,9.8,1,2,5,4,3,8,2,4,1,3,clubs,2,1,3,4,3,3.5,8,3,Math,1,8,5,6,4,7,2,3,Yes,"CADS,Science",Biotechnology,12,Female,,3 or fewer,30 to 60 minutes,Asian: East Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:38:38,2/22/2021 11:51:37,778,R_3FPYVkd0naGgZ3P,US,4,5,0,0,2,2.5,5,7.5,8.5,2,1,4,3,5,4,1,4,2,3,clubs,3,2,1,4,2,1,8,3,Science,8,5,7,3,2,6,1,4,Yes,"English,Science",,12,Male,,3 or fewer,15 to 30 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:34:57,2/22/2021 11:51:47,1009,R_85NWjpA4P0w85EJ,US,9.1,2,8,1,10,5,5.8,6.2,8.9,1,2,4,3,5,4.4,2,3,4,1,Theatre & Diversity Committee,1,2,4,3,2,0.5,1,10,History,7,3,4,1,6,8,2,5,Yes,"History,Science","radical politics, political philosophy, understanding modern imperialism, game theory",10,Non-binary,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:42:38,2/22/2021 11:51:51,553,R_1GEneb7Pu7MKyyd,US,8.4,4,1,9,3,5,5.4,7,10,1,2,5,3,4,6,2,4,3,1,Play and musical,1,3,2,4,3,3.6,2,8,World Language,8,3,1,2,5,6,4,7,Yes,"English,History",,10,Male,,3 or fewer,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:29:05,2/22/2021 11:52:15,1389,R_1C8URktyT6oMNza,US,3.5,5,1,5,5,3,3.5,6.8,10,1,2,3,4,5,7,3,4,2,1,Play/Musical,2,1,4,3,4,3.6,8,7,History,4,1,2,3,5,8,7,6,Yes,"English,Fine Arts",,10,Male,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:40:50,2/22/2021 11:52:23,692,R_3fdz3uSBBLIYsrX,US,5,12,2,0,0,4,1,9,9,2,1,3,4,5,4,2,3,4,1,Crü,2,1,4,3,2,1,8,3,World Language,3,5,4,7,2,8,1,6,Yes,"English,Science",,9,Female,,4,Less than 15 minutes,"Asian: East Asian,Multiracial,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:46:02,2/22/2021 11:52:45,402,R_xgRzlfcqhFkB0xX,US,7.5,2,0,0,4,4,7,7,7.8,1,2,4,5,3,2.9,2,4,3,1,,3,1,4,2,0,0.5,2,4,Math,2,3,4,5,6,7,8,1,Yes,"History,Math",,9,Female,,4,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:46:24,2/22/2021 11:52:46,382,R_3qQ0wYLCqWZ9IDQ,US,7,20,1,15,8,5,12,7.8,9.1,1,2,4,5,3,9.9,3,4,1,2,volleyball,3,1,2,4,4,3.8,10,4,Science,8,5,4,3,2,6,1,7,Yes,"English,Science",,12,Female,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:45:12,2/22/2021 11:53:13,480,R_1pzdTIByw6rUhH6,US,9.4,2,0,0,3,4.9,6.4,7,8.5,5,1,2,3,4,1,2,4,1,3,,4,3,2,1,1,1,9,0,English,5,4,6,1,2,7,8,3,Yes,"History,Science",,10,Male,,6 or more,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:20,2/22/2021 11:53:25,1084,R_w0IXKu3CbpAHk6B,US,7,15,4,8,4,4,6,7,7,1,2,3,4,5,6,3,4,1,2,Sports ,4,1,3,2,2,5,0,4,Fine Arts,5,2,1,8,3,6,4,7,No,,,9,Female,,5,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:48:38,2/22/2021 11:55:11,393,R_3PFyHvj0KraB7kv,US,7,10,0,11,10,1.5,2.5,8.5,9,2,1,3,4,5,9.5,3,4,1,2,Sports,3,2,1,4,0,2.5,7,7,Math,7,4,3,1,8,6,2,5,Yes,"History,Science",,12,Male,,3 or fewer,30 to 60 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:51:39,2/22/2021 11:58:37,417,R_3iR3xFLfwwZu5kB,US,7.1,2,1,2,20,2.4,4,8.8,9,1,2,4,3,5,2.1,2,4,1,3,Tennis,4,2,1,3,1,3.2,6,6,Math,5,8,6,3,2,4,1,7,Yes,"Math,Science",,10,Male,,3 or fewer,15 to 30 minutes,Prefer not to answer,,Muslim,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:42:04,2/22/2021 11:58:57,1012,R_yybWQJ7gggPV8g9,US,1.8,12,0,12,8,1.3,2.4,8.6,8.6,4,1,2,3,5,4.9,4,1,3,2,crü,1,4,2,3,3,0.9,8,2,Math,2,4,7,6,3,8,1,5,Yes,"CADS,Science",,11,Female,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:53:16,2/22/2021 11:59:40,384,R_2b30FzWl9puNYTm,US,7,8,2,6,4,4,6,7.5,9,2,3,4,1,5,2.2,3,4,2,1,musical ,3,4,1,2,2,5,3,10,Math,7,1,4,3,5,8,6,2,Yes,"English,World Language",,9,Female,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:56:18,2/22/2021 12:00:09,231,R_1lmoVvPbRVC4JCs,US,7,8,2,14,10,4,6,8,9.9,1,2,3,4,5,4,2,4,1,3,football,2,3,1,4,3,2.9,5,5,Math,8,1,3,5,4,6,2,7,Yes,"English,Science",,9,Male,,4,Less than 15 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:57:58,2/22/2021 12:01:32,213,R_WxLkez06LfIKoZr,US,6.1,12,12,12,6,2.5,3,7.2,10.5,1,2,4,3,5,7.5,3,4,1,2,Track and Field,3,1,4,2,1,2,8,4,Science,8,4,6,5,1,7,2,3,Yes,"History,Math",,12,Male,,6 or more,30 to 60 minutes,"Asian: Indian or South/Southeast Asian,Hispanic or Latina/o/x",,Agnostic,,Did not finish high school,,,,,,,,,,,,
2/22/2021 11:36:59,2/22/2021 12:01:50,1491,R_21dh1dmt38pcIzx,US,10,3,0,5,20,4,7,4,4,1,4,3,2,5,0,1,3,4,2,Student Council or the Theatre Program,2,3,4,1,0,0.3,5,9,Math,3,1,2,5,7,8,6,4,Yes,"English,Fine Arts",,9,Male,,3 or fewer,60 minutes or more,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:56:18,2/22/2021 12:03:06,407,R_3HSMGgCEoSow0cr,US,7,14,5,5,12,2,4.5,7.5,10.5,2,1,3,5,4,6.7,3,4,1,2,Sports ,3,4,1,2,2,4,8,6,Math,5,6,7,2,3,8,1,4,Yes,"CADS,Science",,9,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:43:38,2/22/2021 12:04:10,1231,R_3pncXxrIPT8sv5C,US,6.8,8,0,3,14,3,5.5,7,8.5,2,1,4,3,5,4,2,4,1,3,after school sports practices,2,1,3,4,1,2.5,3,6,English,4,6,1,2,3,8,5,7,No,,,11,Female,,4,Less than 15 minutes,Asian: East Asian,,Buddhist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:56:42,2/22/2021 12:04:11,448,R_31iqqIzeYPPk36s,US,5,10,1,5,3,2.5,2,8,9,1,2,3,4,5,8,3,4,1,2,Athletics,4,2,1,3,0,5,8,9,Science,8,4,6,1,3,7,5,2,No,,,9,Male,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:25,2/22/2021 12:07:55,1889,R_e2uG5p3TCEXuztv,US,7.2,10,2,4,5,4,10,9,8,3,2,1,4,5,5.6,1,2,3,4,Robotics ,1,2,3,4,3,4.2,8,8,World Language,2,5,1,3,6,8,4,7,Yes,"Fine Arts,Science",,9,Male,,3 or fewer,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:49:20,2/22/2021 12:11:41,1341,R_1kFWMgVpiVEndKT,US,8,10,1,12,3,4.5,8,8.3,9.5,1,2,4,3,5,6,3,4,2,1,Fine Arts,3,1,4,2,3,1.5,10,9,English,1,5,6,8,2,7,4,3,Yes,"CADS,World Language",,12,Female,,5,15 to 30 minutes,"Asian: East Asian,Hispanic or Latina/o/x",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:10:21,2/22/2021 12:13:59,217,R_3oNFKUxscZB0m9P,US,6.4,17,4,10,0,4,5.8,8,9.1,3,1,2,5,4,9,2,3,1,4,Volleyball,4,3,2,1,2,4.1,4,7,Science,8,1,7,2,3,5,4,6,Yes,"English,History",,12,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:02:36,2/22/2021 12:15:59,803,R_5nYp8SxaT9CdkDn,US,7.2,4,4,12,4,2.7,4.5,8.8,9.9,1,4,3,2,5,8.1,2,4,1,3,Football Practice after school,2,1,4,3,3,1,6,1,Science,6,7,5,2,1,8,3,4,Yes,"History,Math",Not really,9,Male,,4,Less than 15 minutes,"Hispanic or Latina/o/x,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:30,2/22/2021 12:17:16,2505,R_1eDZdSrOcn1wllO,US,7,0,0,8,0,4,4,6.5,10,1,2,4,3,5,7.5,2,4,1,3,,3,1,4,2,5,2.5,8,7,English,8,6,3,7,4,2,5,1,Yes,"Mind/Body,Science",,9,Female,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 12:15:04,2/22/2021 12:24:38,574,R_1QrLe0VVx7J1xQF,US,6.1,4,0,0,3,2.6,4.8,6.2,8.5,3,1,2,5,4,5.6,1,4,3,2,Fall Play,1,3,4,2,2,3,4,9,History,7,1,4,2,6,8,5,3,Yes,"English,History",,9,Female,,4,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:22:47,2/22/2021 12:26:45,238,R_2VqJfN2l7KEVfTm,US,9.1,8,6,13,14,4.2,7,6,6.4,1,2,5,4,3,6.5,2,4,1,3,Sports,3,4,2,1,0,2,4,2,Math,3,6,2,7,4,5,1,8,Yes,"Math,Science",,9,Male,,3 or fewer,15 to 30 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:21:35,2/22/2021 12:27:20,345,R_yCPWQClzdDeeC2d,US,7.6,4,0,8,4,4,5,7,9,1,2,3,4,5,10,2,4,1,3,Sports,4,1,3,2,2,2,7,5,World Language,7,1,3,8,6,5,4,2,Yes,"English,Fine Arts",,10,Female,,5,Less than 15 minutes,Black or African-American,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:36:40,2/22/2021 12:28:38,3117,R_1qePUh8UmBW2dCJ,US,5.5,4,0,0,7,4,8,7.5,9.5,4,1,3,2,5,3,2,3,4,1,dance,2,3,4,1,1,3,7,8,Math,6,2,3,4,7,8,1,5,Yes,"English,Science",,9,Female,,3 or fewer,15 to 30 minutes,"Asian: East Asian,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:21:03,2/22/2021 12:29:03,479,R_3EPV4LgOrA5WDgc,US,8.7,12,6,12,3,4.5,6,6,7,2,1,4,5,3,9.5,3,4,1,2,,1,4,2,3,5,4,7,4,English,4,6,2,7,3,5,1,8,Yes,"Fine Arts,Science",,12,Female,,3 or fewer,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:34:53,2/22/2021 12:30:06,3313,R_3O043LS4JgL4XiF,US,7.1,3,0,4,8,3.1,5,5.5,8,1,4,5,3,2,7,3,2,4,1,??,2,1,4,3,3,0.5,2,9,English,7,1,2,3,6,8,5,4,Yes,"English,Fine Arts",,10,Non-binary,,4,15 to 30 minutes,Asian: East Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
